9.1387 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
165.4311 	EXP 	New trial (rep=61, index=0): None
165.4334 	DATA 	Keypress: up
165.4396 	EXP 	fixation: autoDraw = False
165.4396 	EXP 	grating: autoDraw = False
165.4396 	EXP 	grating: ori = -3.0
165.4396 	EXP 	fixation: autoDraw = True
166.4393 	EXP 	fixation: autoDraw = False
166.4393 	EXP 	grating: autoDraw = True
166.7395 	EXP 	grating: autoDraw = False
167.3500 	EXP 	New trial (rep=62, index=0): None
167.3517 	DATA 	Keypress: up
167.3601 	EXP 	fixation: autoDraw = False
167.3601 	EXP 	grating: autoDraw = False
167.3601 	EXP 	grating: ori = 4.0
167.3601 	EXP 	fixation: autoDraw = True
168.3613 	EXP 	fixation: autoDraw = False
168.3613 	EXP 	grating: autoDraw = True
168.6613 	EXP 	grating: autoDraw = False
168.9964 	EXP 	New trial (rep=63, index=0): None
168.9977 	DATA 	Keypress: down
169.0102 	EXP 	fixation: autoDraw = False
169.0102 	EXP 	grating: autoDraw = False
169.0102 	EXP 	grating: ori = 0.0
169.0102 	EXP 	fixation: autoDraw = True
170.0114 	EXP 	fixation: autoDraw = False
170.0114 	EXP 	grating: autoDraw = True
170.3224 	EXP 	grating: autoDraw = False
170.5600 	EXP 	New trial (rep=64, index=0): None
170.5618 	DATA 	Keypress: up
170.5723 	EXP 	fixation: autoDraw = False
170.5723 	EXP 	grating: autoDraw = False
170.5723 	EXP 	grating: ori = -4.0
170.5723 	EXP 	fixation: autoDraw = True
171.5727 	EXP 	fixation: autoDraw = False
171.5727 	EXP 	grating: autoDraw = True
171.8726 	EXP 	grating: autoDraw = False
172.4102 	EXP 	New trial (rep=65, index=0): None
172.4131 	DATA 	Keypress: down
172.4222 	EXP 	fixation: autoDraw = False
172.4222 	EXP 	grating: autoDraw = False
172.4222 	EXP 	grating: ori = 0.0
172.4222 	EXP 	fixation: autoDraw = True
173.4223 	EXP 	fixation: autoDraw = False
173.4223 	EXP 	grating: autoDraw = True
173.7222 	EXP 	grating: autoDraw = False
173.9595 	EXP 	New trial (rep=66, index=0): None
173.9619 	DATA 	Keypress: up
173.9725 	EXP 	fixation: autoDraw = False
173.9725 	EXP 	grating: autoDraw = False
173.9725 	EXP 	grating: ori = 1.0
173.9725 	EXP 	fixation: autoDraw = True
174.9720 	EXP 	fixation: autoDraw = False
174.9720 	EXP 	grating: autoDraw = True
175.2723 	EXP 	grating: autoDraw = False
175.4953 	EXP 	New trial (rep=67, index=0): None
175.4985 	DATA 	Keypress: up
175.5055 	EXP 	fixation: autoDraw = False
175.5055 	EXP 	grating: autoDraw = False
175.5055 	EXP 	grating: ori = 0.0
175.5055 	EXP 	fixation: autoDraw = True
176.5054 	EXP 	fixation: autoDraw = False
176.5054 	EXP 	grating: autoDraw = True
176.8054 	EXP 	grating: autoDraw = False
178.0774 	EXP 	New trial (rep=68, index=0): None
178.0792 	DATA 	Keypress: down
178.0882 	EXP 	fixation: autoDraw = False
178.0882 	EXP 	grating: autoDraw = False
178.0882 	EXP 	grating: ori = 0.0
178.0882 	EXP 	fixation: autoDraw = True
179.0888 	EXP 	fixation: autoDraw = False
179.0888 	EXP 	grating: autoDraw = True
179.3919 	EXP 	grating: autoDraw = False
179.6636 	EXP 	New trial (rep=69, index=0): None
179.6691 	DATA 	Keypress: up
179.6748 	EXP 	fixation: autoDraw = False
179.6748 	EXP 	grating: autoDraw = False
179.6748 	EXP 	grating: ori = -2.0
179.6748 	EXP 	fixation: autoDraw = True
180.6717 	EXP 	grating: autoDraw = True
180.6883 	EXP 	fixation: autoDraw = False
180.9717 	EXP 	grating: autoDraw = False
181.5258 	DATA 	Keypress: up
181.5410 	EXP 	New trial (rep=70, index=0): None
181.5552 	EXP 	fixation: autoDraw = False
181.5552 	EXP 	grating: autoDraw = False
181.5552 	EXP 	grating: ori = 0.0
181.5552 	EXP 	fixation: autoDraw = True
182.5546 	EXP 	fixation: autoDraw = False
182.5546 	EXP 	grating: autoDraw = True
182.8548 	EXP 	grating: autoDraw = False
183.0617 	EXP 	New trial (rep=71, index=0): None
183.0657 	DATA 	Keypress: up
183.0714 	EXP 	fixation: autoDraw = False
183.0714 	EXP 	grating: autoDraw = False
183.0714 	EXP 	grating: ori = 0.0
183.0714 	EXP 	fixation: autoDraw = True
184.0714 	EXP 	fixation: autoDraw = False
184.0714 	EXP 	grating: autoDraw = True
184.3725 	EXP 	grating: autoDraw = False
184.8760 	EXP 	New trial (rep=72, index=0): None
184.8776 	DATA 	Keypress: up
184.8879 	EXP 	fixation: autoDraw = False
184.8879 	EXP 	grating: autoDraw = False
184.8879 	EXP 	grating: ori = 0.0
184.8879 	EXP 	fixation: autoDraw = True
185.8880 	EXP 	fixation: autoDraw = False
185.8880 	EXP 	grating: autoDraw = True
186.1880 	EXP 	grating: autoDraw = False
186.5121 	EXP 	New trial (rep=73, index=0): None
186.5136 	DATA 	Keypress: up
186.5210 	EXP 	fixation: autoDraw = False
186.5210 	EXP 	grating: autoDraw = False
186.5210 	EXP 	grating: ori = 0.0
186.5210 	EXP 	fixation: autoDraw = True
187.5210 	EXP 	fixation: autoDraw = False
187.5210 	EXP 	grating: autoDraw = True
187.8224 	EXP 	grating: autoDraw = False
188.0261 	EXP 	New trial (rep=74, index=0): None
188.0285 	DATA 	Keypress: up
188.0379 	EXP 	fixation: autoDraw = False
188.0379 	EXP 	grating: autoDraw = False
188.0379 	EXP 	grating: ori = -4.0
188.0379 	EXP 	fixation: autoDraw = True
189.0378 	EXP 	fixation: autoDraw = False
189.0378 	EXP 	grating: autoDraw = True
189.3385 	EXP 	grating: autoDraw = False
189.6782 	EXP 	New trial (rep=75, index=0): None
189.6801 	DATA 	Keypress: down
189.6876 	EXP 	fixation: autoDraw = False
189.6876 	EXP 	grating: autoDraw = False
189.6876 	EXP 	grating: ori = 0.0
189.6876 	EXP 	fixation: autoDraw = True
190.6876 	EXP 	fixation: autoDraw = False
190.6876 	EXP 	grating: autoDraw = True
190.9921 	EXP 	grating: autoDraw = False
192.4725 	EXP 	New trial (rep=76, index=0): None
192.4756 	DATA 	Keypress: up
192.4873 	EXP 	fixation: autoDraw = False
192.4873 	EXP 	grating: autoDraw = False
192.4873 	EXP 	grating: ori = 0.0
192.4873 	EXP 	fixation: autoDraw = True
193.4715 	EXP 	grating: autoDraw = True
193.4874 	EXP 	fixation: autoDraw = False
193.7706 	EXP 	grating: autoDraw = False
194.2616 	EXP 	New trial (rep=77, index=0): None
194.2639 	DATA 	Keypress: up
194.2708 	EXP 	fixation: autoDraw = False
194.2708 	EXP 	grating: autoDraw = False
194.2708 	EXP 	grating: ori = 0.0
194.2708 	EXP 	fixation: autoDraw = True
195.2711 	EXP 	fixation: autoDraw = False
195.2711 	EXP 	grating: autoDraw = True
195.5706 	EXP 	grating: autoDraw = False
195.9431 	EXP 	New trial (rep=78, index=0): None
195.9455 	DATA 	Keypress: up
195.9537 	EXP 	fixation: autoDraw = False
195.9537 	EXP 	grating: autoDraw = False
195.9537 	EXP 	grating: ori = -1.0
195.9537 	EXP 	fixation: autoDraw = True
196.9538 	EXP 	fixation: autoDraw = False
196.9538 	EXP 	grating: autoDraw = True
197.2538 	EXP 	grating: autoDraw = False
197.5788 	EXP 	New trial (rep=79, index=0): None
197.5805 	DATA 	Keypress: up
197.5869 	EXP 	fixation: autoDraw = False
197.5869 	EXP 	grating: autoDraw = False
197.5869 	EXP 	grating: ori = 1.0
197.5869 	EXP 	fixation: autoDraw = True
198.5868 	EXP 	fixation: autoDraw = False
198.5868 	EXP 	grating: autoDraw = True
198.8869 	EXP 	grating: autoDraw = False
199.6754 	EXP 	New trial (rep=80, index=0): None
199.6771 	DATA 	Keypress: down
199.6881 	EXP 	fixation: autoDraw = False
199.6881 	EXP 	grating: autoDraw = False
199.6881 	EXP 	grating: ori = 0.0
199.6881 	EXP 	fixation: autoDraw = True
200.6873 	EXP 	grating: autoDraw = True
200.7035 	EXP 	fixation: autoDraw = False
200.9867 	EXP 	grating: autoDraw = False
201.2588 	DATA 	Keypress: up
201.2746 	EXP 	New trial (rep=81, index=0): None
201.2866 	EXP 	fixation: autoDraw = False
201.2866 	EXP 	grating: autoDraw = False
201.2866 	EXP 	grating: ori = 0.0
201.2866 	EXP 	fixation: autoDraw = True
202.2866 	EXP 	fixation: autoDraw = False
202.2866 	EXP 	grating: autoDraw = True
202.5894 	EXP 	grating: autoDraw = False
202.9097 	EXP 	New trial (rep=82, index=0): None
202.9136 	DATA 	Keypress: up
202.9200 	EXP 	fixation: autoDraw = False
202.9200 	EXP 	grating: autoDraw = False
202.9200 	EXP 	grating: ori = 4.0
202.9200 	EXP 	fixation: autoDraw = True
203.9200 	EXP 	fixation: autoDraw = False
203.9200 	EXP 	grating: autoDraw = True
204.2199 	EXP 	grating: autoDraw = False
204.7930 	EXP 	New trial (rep=83, index=0): None
204.7962 	DATA 	Keypress: down
204.8040 	EXP 	fixation: autoDraw = False
204.8040 	EXP 	grating: autoDraw = False
204.8040 	EXP 	grating: ori = 0.0
204.8040 	EXP 	fixation: autoDraw = True
205.8038 	EXP 	grating: autoDraw = True
205.8203 	EXP 	fixation: autoDraw = False
206.1038 	EXP 	grating: autoDraw = False
207.5135 	EXP 	New trial (rep=84, index=0): None
207.5150 	DATA 	Keypress: down
207.5203 	EXP 	fixation: autoDraw = False
207.5203 	EXP 	grating: autoDraw = False
207.5203 	EXP 	grating: ori = 0.0
207.5203 	EXP 	fixation: autoDraw = True
208.5201 	EXP 	fixation: autoDraw = False
208.5201 	EXP 	grating: autoDraw = True
208.8197 	EXP 	grating: autoDraw = False
209.2915 	EXP 	New trial (rep=85, index=0): None
209.2945 	DATA 	Keypress: up
209.3031 	EXP 	fixation: autoDraw = False
209.3031 	EXP 	grating: autoDraw = False
209.3031 	EXP 	grating: ori = 0.0
209.3031 	EXP 	fixation: autoDraw = True
210.3047 	EXP 	fixation: autoDraw = False
210.3047 	EXP 	grating: autoDraw = True
210.6194 	EXP 	grating: autoDraw = False
210.8956 	EXP 	New trial (rep=86, index=0): None
210.8976 	DATA 	Keypress: up
210.9031 	EXP 	fixation: autoDraw = False
210.9031 	EXP 	grating: autoDraw = False
210.9031 	EXP 	grating: ori = 1.0
210.9031 	EXP 	fixation: autoDraw = True
211.9028 	EXP 	fixation: autoDraw = False
211.9028 	EXP 	grating: autoDraw = True
212.2028 	EXP 	grating: autoDraw = False
212.6054 	EXP 	New trial (rep=87, index=0): None
212.6070 	DATA 	Keypress: up
212.6192 	EXP 	fixation: autoDraw = False
212.6192 	EXP 	grating: autoDraw = False
212.6192 	EXP 	grating: ori = 0.0
212.6192 	EXP 	fixation: autoDraw = True
213.6196 	EXP 	fixation: autoDraw = False
213.6196 	EXP 	grating: autoDraw = True
213.9192 	EXP 	grating: autoDraw = False
214.2733 	EXP 	New trial (rep=88, index=0): None
214.2749 	DATA 	Keypress: up
214.2858 	EXP 	fixation: autoDraw = False
214.2858 	EXP 	grating: autoDraw = False
214.2858 	EXP 	grating: ori = 1.0
214.2858 	EXP 	fixation: autoDraw = True
215.2780 	EXP 	grating: autoDraw = True
215.2906 	EXP 	fixation: autoDraw = False
215.5906 	EXP 	grating: autoDraw = False
215.8402 	EXP 	New trial (rep=89, index=0): None
215.8421 	DATA 	Keypress: up
215.8525 	EXP 	fixation: autoDraw = False
215.8525 	EXP 	grating: autoDraw = False
215.8525 	EXP 	grating: ori = -5.0
215.8525 	EXP 	fixation: autoDraw = True
216.8531 	EXP 	fixation: autoDraw = False
216.8531 	EXP 	grating: autoDraw = True
217.1691 	EXP 	grating: autoDraw = False
217.4730 	EXP 	New trial (rep=90, index=0): None
217.4748 	DATA 	Keypress: down
217.4856 	EXP 	fixation: autoDraw = False
217.4856 	EXP 	grating: autoDraw = False
217.4856 	EXP 	grating: ori = 4.0
217.4856 	EXP 	fixation: autoDraw = True
218.4741 	EXP 	grating: autoDraw = True
218.4905 	EXP 	fixation: autoDraw = False
218.7731 	EXP 	grating: autoDraw = False
219.1986 	EXP 	New trial (rep=91, index=0): None
219.2009 	DATA 	Keypress: down
219.2189 	EXP 	fixation: autoDraw = False
219.2189 	EXP 	grating: autoDraw = False
219.2189 	EXP 	grating: ori = -5.0
219.2189 	EXP 	fixation: autoDraw = True
220.2021 	EXP 	grating: autoDraw = True
220.2188 	EXP 	fixation: autoDraw = False
220.5022 	EXP 	grating: autoDraw = False
221.0591 	EXP 	New trial (rep=92, index=0): None
221.0635 	DATA 	Keypress: down
221.0689 	EXP 	fixation: autoDraw = False
221.0689 	EXP 	grating: autoDraw = False
221.0689 	EXP 	grating: ori = 0.0
221.0689 	EXP 	fixation: autoDraw = True
222.0688 	EXP 	fixation: autoDraw = False
222.0688 	EXP 	grating: autoDraw = True
222.3690 	EXP 	grating: autoDraw = False
222.5746 	EXP 	New trial (rep=93, index=0): None
222.5764 	DATA 	Keypress: up
222.5854 	EXP 	fixation: autoDraw = False
222.5854 	EXP 	grating: autoDraw = False
222.5854 	EXP 	grating: ori = -3.0
222.5854 	EXP 	fixation: autoDraw = True
223.5854 	EXP 	fixation: autoDraw = False
223.5854 	EXP 	grating: autoDraw = True
223.8852 	EXP 	grating: autoDraw = False
226.3734 	EXP 	New trial (rep=94, index=0): None
226.3750 	DATA 	Keypress: down
226.3850 	EXP 	fixation: autoDraw = False
226.3850 	EXP 	grating: autoDraw = False
226.3850 	EXP 	grating: ori = 0.0
226.3850 	EXP 	fixation: autoDraw = True
227.3855 	EXP 	fixation: autoDraw = False
227.3855 	EXP 	grating: autoDraw = True
227.6850 	EXP 	grating: autoDraw = False
227.9575 	EXP 	New trial (rep=95, index=0): None
227.9603 	DATA 	Keypress: up
227.9683 	EXP 	fixation: autoDraw = False
227.9683 	EXP 	grating: autoDraw = False
227.9683 	EXP 	grating: ori = -5.0
227.9683 	EXP 	fixation: autoDraw = True
228.9680 	EXP 	fixation: autoDraw = False
228.9680 	EXP 	grating: autoDraw = True
229.2681 	EXP 	grating: autoDraw = False
229.7094 	EXP 	New trial (rep=96, index=0): None
229.7196 	DATA 	Keypress: down
229.7350 	EXP 	fixation: autoDraw = False
229.7350 	EXP 	grating: autoDraw = False
229.7350 	EXP 	grating: ori = -5.0
229.7350 	EXP 	fixation: autoDraw = True
230.7180 	EXP 	grating: autoDraw = True
230.7347 	EXP 	fixation: autoDraw = False
231.0180 	EXP 	grating: autoDraw = False
231.2877 	EXP 	New trial (rep=97, index=0): None
231.2889 	DATA 	Keypress: down
231.3012 	EXP 	fixation: autoDraw = False
231.3012 	EXP 	grating: autoDraw = False
231.3012 	EXP 	grating: ori = 2.0
231.3012 	EXP 	fixation: autoDraw = True
232.3014 	EXP 	fixation: autoDraw = False
232.3014 	EXP 	grating: autoDraw = True
232.6011 	EXP 	grating: autoDraw = False
233.0233 	EXP 	New trial (rep=98, index=0): None
233.0249 	DATA 	Keypress: down
233.0345 	EXP 	fixation: autoDraw = False
233.0345 	EXP 	grating: autoDraw = False
233.0345 	EXP 	grating: ori = 0.0
233.0345 	EXP 	fixation: autoDraw = True
234.0344 	EXP 	fixation: autoDraw = False
234.0344 	EXP 	grating: autoDraw = True
234.3354 	EXP 	grating: autoDraw = False
234.5214 	EXP 	New trial (rep=99, index=0): None
234.5229 	DATA 	Keypress: up
234.5344 	EXP 	fixation: autoDraw = False
234.5344 	EXP 	grating: autoDraw = False
234.5344 	EXP 	grating: ori = 0.0
234.5344 	EXP 	fixation: autoDraw = True
235.5344 	EXP 	fixation: autoDraw = False
235.5344 	EXP 	grating: autoDraw = True
235.8346 	EXP 	grating: autoDraw = False
236.0723 	DATA 	Keypress: up
236.0844 	EXP 	fixation: autoDraw = False
236.0844 	EXP 	grating: autoDraw = False
236.5995 	EXP 	window1: mouseVisible = True
